,station_name,month,South_Vert_Solar,East_Vert_Solar,West_Vert_Solar,North_Vert_Solar,HorizSol
37,BETHEL AIRPORT AK US,2,1076.1199306011201,391.75243442058564,362.82539384365083,115.52752895951272,390.5753030061722
38,BETHEL AIRPORT AK US,3,1226.440821862221,621.587758898735,682.7036356687546,257.241128718853,827.8796234607697
39,BETHEL AIRPORT AK US,4,1268.8586049556734,891.0141634225846,892.8601504325867,379.56938889026645,1262.7057685375214
40,BETHEL AIRPORT AK US,5,1000.3001930952073,888.6626222848893,916.7250723123551,533.7640404582024,1407.2835134983063
41,BETHEL AIRPORT AK US,6,892.8427618503571,831.0823734998704,1044.1802047491074,622.0906669378281,1455.7355126380921
42,BETHEL AIRPORT AK US,7,886.1201847553253,807.926149749756,928.450873732567,580.6871296048165,1378.4461375236513
43,BETHEL AIRPORT AK US,8,717.6594489097596,607.9608562231065,602.1752969026566,406.4937184095383,970.4027184247972
44,BETHEL AIRPORT AK US,9,769.1258721828461,466.8711852550507,489.2771672844887,241.81378955841066,671.5940704822541
45,BETHEL AIRPORT AK US,10,600.5003606200219,293.29533333778386,261.8289927363396,137.45292459726335,357.1379288077355
46,BETHEL AIRPORT AK US,11,492.86008465290075,141.80479531288148,150.8402050495148,62.692458884418016,159.89181262850764
47,BETHEL AIRPORT AK US,12,324.48508207798005,70.15192912817002,70.95053284317255,28.391793555021287,67.86041167527438
48,BETTLES AIRPORT AK US,1,150.36064874231818,38.59348574280739,13.791234228014947,8.00571329947561,19.012638008594514
49,BETTLES AIRPORT AK US,2,746.0722410678864,240.04412330389025,256.82074084281925,105.26424905955793,194.24637783765795
50,BETTLES AIRPORT AK US,3,1225.5450830698014,776.8865476369858,454.6249738097191,194.20963500738145,646.8513276100159
51,BETTLES AIRPORT AK US,4,1695.1468049526216,1230.7267293691636,1218.5371064186097,586.364577305317,1294.6647730350496
52,BETTLES AIRPORT AK US,5,1371.6783501148225,1410.0590336322784,1047.8085970401764,661.7551570415498,1639.2063750743866
53,BETTLES AIRPORT AK US,6,1255.8759114503862,1415.617785358429,1113.6686082601548,840.0610813379288,1779.8481010437013
54,BETTLES AIRPORT AK US,7,1242.9849994182587,1200.9852227211,1159.1141971349716,728.1499805688859,1643.0926476001741
55,BETTLES AIRPORT AK US,8,1070.1921629190447,952.4469660043717,719.0930241107941,429.7619095087052,1106.4639138221742
56,BETTLES AIRPORT AK US,9,873.6677674055101,653.8746515750886,426.73346110582355,211.76775591373445,619.6858638167382
57,BETTLES AIRPORT AK US,10,514.939161336422,285.5599469304085,161.08353533148767,102.33818538486959,258.9103192090988
58,BETTLES AIRPORT AK US,11,238.46913356781008,77.68818791806699,35.52322205230594,21.47187022715807,49.85899532586337
59,BETTLES AIRPORT AK US,12,6.66209034472704,0.9104987839004025,0.35888691481668505,0.3426725713186898,0.7596650889376179
60,BIG DELTA AIRPORT AK US,1,328.0275898933411,101.96285661756993,41.09414814859629,22.642929813265802,55.68038552105427
61,BIG DELTA AIRPORT AK US,2,775.1729406595231,357.8635619044304,167.7891774594784,84.07758465707303,248.6091151893139
62,BIG DELTA AIRPORT AK US,3,1348.4721530914308,718.3075894117355,740.1682881832123,318.83447327613834,703.4288600206376
63,BIG DELTA AIRPORT AK US,4,1508.6294629096985,1246.3856012821198,824.2787504911423,398.94624209404,1326.7491265296937
64,BIG DELTA AIRPORT AK US,5,799.3730085611344,752.2432976961136,716.480200624466,511.04854166507727,1154.4166338443756
65,BIG DELTA AIRPORT AK US,6,1032.83551568985,1114.7628036975862,1134.5351337432862,781.9441301822662,1613.6292826652527
66,BIG DELTA AIRPORT AK US,7,1324.3070135593416,1523.4549681186677,1042.990674519539,729.2562724113465,1795.5471179008484
67,BIG DELTA AIRPORT AK US,8,1124.7731080770493,1011.0988050699235,783.944875574112,438.11803050041203,1217.8024010181427
68,BIG DELTA AIRPORT AK US,9,882.4703969478608,692.3545256137849,456.8743759274483,252.84714739322663,724.8475107908249
69,BIG DELTA AIRPORT AK US,10,678.24301071167,357.71972808837893,212.2042471289635,120.16285246610643,326.3762416005135
70,BIG DELTA AIRPORT AK US,11,398.98948674201966,143.64693604409695,69.15654147416353,40.8695235773921,101.88210366368294
71,BIG DELTA AIRPORT AK US,12,178.20903965234757,43.970550410449505,16.415859978273513,10.215454211086035,23.37712962180376
72,COLD BAY AIRPORT AK US,1,337.91379271745683,214.12334178686143,74.14576043039561,63.534968769550325,153.28182660341264
73,COLD BAY AIRPORT AK US,2,535.86828571558,457.0199864029885,155.33760118782521,129.36461612284185,330.4976379990578
74,COLD BAY AIRPORT AK US,3,703.2863492488862,733.3273175239564,298.81649170517926,227.97722216248513,633.6968651533127
75,COLD BAY AIRPORT AK US,4,711.8995188474655,966.2872946262361,446.4951311945916,399.9699381709099,941.3807210683823
76,COLD BAY AIRPORT AK US,5,627.4765912771226,886.5782604932785,520.1649217128754,515.7709403872491,1056.7268228530884
77,COLD BAY AIRPORT AK US,6,614.347115457058,792.3428803682327,548.9561801433564,547.3295916795731,1116.8077009677888
78,COLD BAY AIRPORT AK US,7,667.5094169139862,892.3604176998139,559.7450771927834,556.9152366399766,1162.0488605976107
79,COLD BAY AIRPORT AK US,8,580.6032107949258,802.7494176149369,438.9106474399567,429.0324206829071,903.3494724512101
80,COLD BAY AIRPORT AK US,9,606.7126206278801,740.3867038965226,309.8729083120823,261.0560891568661,654.7369740486146
81,COLD BAY AIRPORT AK US,10,509.24852099418644,485.3605025410653,169.63864218592644,144.085893791914,370.3964581489563
82,COLD BAY AIRPORT AK US,11,442.1779998421669,319.1419487714768,96.14977797567845,84.23081208765507,208.6210840523243
83,COLD BAY AIRPORT AK US,12,299.2023670256138,160.07518656849862,56.35053580999375,48.909002266824245,116.61754735708237
84,FAIRBANKS INTERNATIONAL AIRPORT AK US,1,207.45646485686305,68.07876123636962,30.249463518708946,19.86186234354973,45.834814332425594
85,FAIRBANKS INTERNATIONAL AIRPORT AK US,2,685.8939112901688,301.74546607732776,164.42720848917963,84.24882439076902,234.34588490724565
86,FAIRBANKS INTERNATIONAL AIRPORT AK US,3,1205.2520783901216,785.1421928644181,461.73096914291386,222.71445434689522,712.135776758194
87,FAIRBANKS INTERNATIONAL AIRPORT AK US,4,1678.3081555366518,1172.2451472043992,1191.7745663166047,566.7227750301362,1353.5434196949006
88,FAIRBANKS INTERNATIONAL AIRPORT AK US,5,1322.4482497215272,1443.1378628253938,999.6252136945725,633.9351643323898,1664.3495089530945
89,FAIRBANKS INTERNATIONAL AIRPORT AK US,6,1223.6141188144684,1345.551476097107,1099.7749798536302,804.9235952138902,1781.3212919712068
90,FAIRBANKS INTERNATIONAL AIRPORT AK US,7,1170.227542448044,1278.867775297165,928.3093457937241,679.6213204622269,1601.272804927826
91,FAIRBANKS INTERNATIONAL AIRPORT AK US,8,1173.2559530496599,1031.7627157688141,768.0452095985413,439.63813279867173,1230.1522257328033
92,FAIRBANKS INTERNATIONAL AIRPORT AK US,9,918.9669897794724,655.0283462047578,467.1946506857872,238.17039016485217,691.2068791866303
93,FAIRBANKS INTERNATIONAL AIRPORT AK US,10,656.7249426126481,368.79995949268346,194.12479006648064,115.46836052834989,308.0095516204834
94,FAIRBANKS INTERNATIONAL AIRPORT AK US,11,363.1152917504311,100.63213866055013,99.5263004332781,49.30481932014227,80.93822734057903
95,FAIRBANKS INTERNATIONAL AIRPORT AK US,12,53.3872378885746,13.49551965147257,7.571474803425372,5.892787926457823,12.827416537329556
96,GULKANA AIRPORT AK US,1,299.224877679348,104.22163344919683,57.932192744314676,37.79294943809509,87.16303736865521
97,GULKANA AIRPORT AK US,2,757.4573018789292,406.39781659841543,201.69974790215494,111.89196387827397,316.5081644833088
98,GULKANA AIRPORT AK US,3,1199.0339213848115,647.9922454118729,660.9062918186188,274.24631161093714,704.2245010614396
99,GULKANA AIRPORT AK US,4,1350.7025789737702,1220.0162699460984,790.5505711555481,408.54923783540727,1303.5808819770814
100,GULKANA AIRPORT AK US,5,1276.7032748222352,1228.107328462601,1074.8397529363633,580.4158677220345,1682.933669614792
101,GULKANA AIRPORT AK US,6,950.4413820505143,963.8228789091111,932.0081240415574,613.7346593499184,1501.88859000206
102,GULKANA AIRPORT AK US,7,1013.4002217292787,1098.5572498798372,832.420840716362,632.0227604985238,1479.9791275978089
103,GULKANA AIRPORT AK US,8,1029.2051577329637,1043.695214509964,675.2319130897522,439.0108585953713,1181.539873623848
104,GULKANA AIRPORT AK US,9,970.885364985466,745.5424941301346,500.6561042904854,254.7869004428387,772.448225426674
105,GULKANA AIRPORT AK US,10,615.8641936540604,379.0743435144425,217.68161273002627,136.4444435298443,361.63839629888537
106,GULKANA AIRPORT AK US,11,367.0111279964447,160.6253083884716,75.85592749267818,52.14858018904925,126.00598311424257
107,GULKANA AIRPORT AK US,12,206.92562168240548,54.082474042475226,30.49403298273683,20.86969370171428,45.91708406209946
108,HOMER AIRPORT AK US,1,339.50031183958055,97.91309361755849,96.69334127604962,44.6868891209364,102.86815913021566
109,HOMER AIRPORT AK US,2,837.502086853981,292.8255581080914,308.4016263484955,111.18599689006807,333.9589864969254
110,HOMER AIRPORT AK US,3,1063.0271598100662,484.90473268032076,608.9413076519967,230.45110709667208,769.6060238599778
111,HOMER AIRPORT AK US,4,842.2338980913163,517.5172076582909,660.9837088108063,294.4717843294144,956.1580674648286
112,HOMER AIRPORT AK US,5,869.9402601957322,798.0250910282135,738.5515280485154,433.4460964679718,1303.5311355113984
113,HOMER AIRPORT AK US,6,966.264235854149,976.8511607408524,982.1134749412537,545.4792575240135,1639.2924107551576
114,HOMER AIRPORT AK US,7,790.7484229803085,826.0696232557298,761.7398072719575,482.8515569329262,1312.1770410060883
115,HOMER AIRPORT AK US,8,1055.1072654247284,844.0958372354509,851.0075718641282,359.4934012770653,1272.0898571491243
116,HOMER AIRPORT AK US,9,714.4716681718827,444.0194885015488,473.2652315497399,214.24080922007562,667.054818892479
117,HOMER AIRPORT AK US,10,691.6884673118592,318.87809593677525,331.8201908826828,141.55012818574906,404.7498704195023
118,HOMER AIRPORT AK US,11,821.2365046262742,236.43780695199968,223.48565686941149,65.19846071898938,199.52063723802567
119,HOMER AIRPORT AK US,12,278.7018522977829,72.98924960643053,67.26207906603814,30.888692372292283,68.4627937451005
120,JUNEAU INTERNATIONAL AIRPORT AK US,1,388.3348597884178,122.35199936628342,127.38378254771233,65.95525150895119,123.77351596355439
121,JUNEAU INTERNATIONAL AIRPORT AK US,2,714.9128089427949,339.3265772223473,309.7075655758381,165.58105432391167,336.67557445764544
122,JUNEAU INTERNATIONAL AIRPORT AK US,3,745.9718409061433,444.70259517431265,444.65379374027253,258.33846166133884,579.9468296170235
123,JUNEAU INTERNATIONAL AIRPORT AK US,4,1099.2799344778061,829.4495856285096,850.4790345668794,470.6039468407631,1113.3676345825197
124,JUNEAU INTERNATIONAL AIRPORT AK US,5,1221.9793652772905,1125.540398168564,1115.2479451417923,678.2319727420808,1562.1320135593414
125,JUNEAU INTERNATIONAL AIRPORT AK US,6,869.6900158166886,839.1727515935899,879.3486928224564,555.1999664068222,1435.6492808818819
126,JUNEAU INTERNATIONAL AIRPORT AK US,7,728.4863362312317,647.6934642076493,733.7137976646424,509.0321465492249,1118.7924186229707
127,JUNEAU INTERNATIONAL AIRPORT AK US,8,1022.247985982895,937.123164510727,860.6861323356629,450.44751813411716,1252.254474592209
128,JUNEAU INTERNATIONAL AIRPORT AK US,9,705.8156319379807,440.63381813764573,562.2762499451637,277.10915266871456,649.9546603202821
129,JUNEAU INTERNATIONAL AIRPORT AK US,10,697.6664350748063,328.6548640966416,314.05911498069764,126.70807547271252,394.10011982917786
130,JUNEAU INTERNATIONAL AIRPORT AK US,11,388.3690321326256,174.7464626133442,166.92426559925082,109.1182582050562,176.33768799304963
131,JUNEAU INTERNATIONAL AIRPORT AK US,12,238.22185658812523,82.65648387372494,82.04393326342107,51.96173798292876,84.63894290328027
132,KING SALMON AIRPORT AK US,1,441.1386540412903,152.10474244058133,148.46179666221144,87.64127063155175,138.99862780272963
133,KING SALMON AIRPORT AK US,2,692.7062285900116,294.54056373238564,291.7574833452702,130.62554349303247,355.2802612066269
134,KING SALMON AIRPORT AK US,3,1148.4551474332811,683.8911246299745,652.4589941740037,373.9598322629929,740.8942992925645
135,KING SALMON AIRPORT AK US,4,987.7534993886949,752.9925187826157,712.8075052499771,361.4866242170334,1076.886237859726
136,KING SALMON AIRPORT AK US,5,901.2728221178055,778.2414962053299,824.4694200754167,479.6867971658707,1293.7150540351868
137,KING SALMON AIRPORT AK US,6,897.0286472082139,784.4146697044373,894.6317445516587,578.5041443109512,1468.068099975586
138,KING SALMON AIRPORT AK US,7,772.7416388511658,749.2602486133576,850.386648273468,510.1619507789612,1301.0692146778108
139,KING SALMON AIRPORT AK US,8,791.1280232906342,672.4325025558472,692.3942925453186,405.69796396493916,1049.996609902382
140,KING SALMON AIRPORT AK US,9,715.3032204151154,446.79391239881517,474.51894832849507,255.11199132800104,676.9943593025208
141,KING SALMON AIRPORT AK US,10,659.113075375557,333.01512669324876,303.11876716017724,153.43340967893602,409.9098565936089
142,KING SALMON AIRPORT AK US,11,448.63180993795396,155.97297431230547,163.3278909802437,74.4014576420188,184.34565932750704
143,KING SALMON AIRPORT AK US,12,351.7078903913498,93.85835030078889,88.6923348248005,42.14950751066208,101.7538817703724
144,KODIAK AIRPORT AK US,1,381.37349209785464,160.15670499801638,80.72860987186432,56.68916899859906,137.30578317046167
145,KODIAK AIRPORT AK US,2,685.5200567722321,378.4143712162972,220.29005126953126,122.75720058381559,355.23924683332444
146,KODIAK AIRPORT AK US,3,951.0671442031861,680.5736855506898,414.276129591465,224.77352709174158,717.0842648506165
147,KODIAK AIRPORT AK US,4,929.0289306879044,683.0077090501786,680.9070171117783,327.2806746840477,1128.7767913341522
148,KODIAK AIRPORT AK US,5,861.7352686643601,999.3739108800888,747.9534588575364,564.1741380929948,1369.0458699703217
149,KODIAK AIRPORT AK US,6,876.4465384483339,912.1232974290848,910.6445119142533,564.5658726096153,1593.3507180690767
150,KODIAK AIRPORT AK US,7,765.1083536624909,717.0104011774064,739.1017632722856,454.09496226310733,1295.4685791492464
151,KODIAK AIRPORT AK US,8,951.3999465465546,815.8544360160828,729.566015982628,345.13028115034103,1262.1342890024187
152,KODIAK AIRPORT AK US,9,837.2770937204361,702.8607825994492,431.94776769876484,272.25059378743174,782.8040333747864
153,KODIAK AIRPORT AK US,10,767.4227739572525,489.217252278328,249.56624323725703,143.74307411313058,421.5668219089508
154,KODIAK AIRPORT AK US,11,547.6530193090439,242.43924930095673,129.1155813843012,71.90710804760457,196.82631422281267
155,KODIAK AIRPORT AK US,12,359.00474431514743,126.09408841431141,67.93607563376428,40.25748800933361,100.61512809097768
156,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,1,208.43317396044733,36.05587968751789,36.92375658452511,12.087708375602961,21.416059020906687
157,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,2,610.727644264698,324.46950795650486,89.14170682132244,62.38942976295949,172.6703792989254
158,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,3,1098.0998545646669,869.7828557252884,316.73867660164836,193.75248540043833,599.6349384427072
159,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,4,1744.176558637619,1230.6838627338411,1323.9451798439027,651.3716785669327,1245.676373934746
160,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,5,1294.7293375968934,1495.4516392707826,924.9615144968034,751.5182694196701,1631.3313129901887
161,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,6,1198.7079988718033,1287.3322347164155,1049.6723506450653,844.1420303821565,1694.581146812439
162,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,7,1125.5670102596284,962.2211636781693,1191.0160461187363,648.3961141347886,1511.9780502319336
163,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,8,840.0957072973252,806.1118402004242,583.4829868197442,411.7212176442147,948.562205529213
164,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,9,801.9149168729783,440.24420049190525,512.6507483124733,191.28359023332598,566.6183301329613
165,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,10,566.8058622121812,387.01623823642734,128.94608995914462,88.22117984890939,240.3107356309891
166,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,11,169.4124394118786,60.60265843570233,19.31716028004885,16.08939170949161,37.41261436566711
167,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,12,11.376462204381824,2.479211664106697,0.11251935274049175,0.11251935274049175,0.38734067321056503
168,MCGRATH AIRPORT AK US,1,227.20282543301585,81.32579426765443,41.17005309015513,32.2312846519053,71.32505360841752
169,MCGRATH AIRPORT AK US,2,771.0380870103836,374.59530934095386,198.5936746001244,103.0295610845089,292.12012978792194
170,MCGRATH AIRPORT AK US,3,1218.126584672928,853.3387003183366,509.2119293689728,242.5596274316311,793.0074266195298
171,MCGRATH AIRPORT AK US,4,1306.602412748337,1225.6088160037996,831.0773837327957,472.5986818313599,1361.4984692573548
172,MCGRATH AIRPORT AK US,5,1104.0408526897431,1158.268507218361,818.3657253026963,562.0840683102608,1432.555776500702
173,MCGRATH AIRPORT AK US,6,1079.1690562963486,1279.504197406769,907.3517948627473,714.8349383354188,1643.497272348404
174,MCGRATH AIRPORT AK US,7,1076.6607911109925,1165.7731925010683,902.7789757490159,641.223021554947,1530.884428882599
175,MCGRATH AIRPORT AK US,8,940.6386822223664,915.7704391479493,669.6470784902573,436.91069587469104,1110.4232939958574
176,MCGRATH AIRPORT AK US,9,764.487127661705,602.799509203434,404.5024233341217,243.39660415649416,667.186972117424
177,MCGRATH AIRPORT AK US,10,559.9533621668816,360.05286000967027,184.78547705411913,125.53131262063981,315.0440269589424
178,MCGRATH AIRPORT AK US,11,448.41471726894383,176.2097307085991,85.33259612917901,50.999090950191025,125.85452289283276
179,MCGRATH AIRPORT AK US,12,179.285619699955,48.18845344036818,24.182620254904034,15.363378237560392,34.12858924269676
180,NOME MUNICIPAL AIRPORT AK US,1,196.95848634839058,77.15560116022826,19.528366583213213,16.18300181888044,39.14781295359135
181,NOME MUNICIPAL AIRPORT AK US,2,719.0655803918839,409.51740385293965,119.3559182971716,80.5941035181284,232.11084727048876
182,NOME MUNICIPAL AIRPORT AK US,3,1206.1089574813843,1018.1673393487931,368.0049610733986,200.49562638401986,684.602393245697
183,NOME MUNICIPAL AIRPORT AK US,4,1579.7511835098267,1101.7029200077059,1131.951266026497,486.39368673563007,1280.2358787059784
184,NOME MUNICIPAL AIRPORT AK US,5,1100.6352610588074,870.3497991085053,1007.4496220827103,508.5311285734177,1423.6966718673707
185,NOME MUNICIPAL AIRPORT AK US,6,1015.1352998256684,1291.8251419544222,837.1036615133286,772.5053809404374,1556.8002206325532
186,NOME MUNICIPAL AIRPORT AK US,7,1000.4882921934128,890.3406960725785,937.2428433179856,532.0224605441094,1424.11550989151
187,NOME MUNICIPAL AIRPORT AK US,8,763.2986558675766,893.2103413581849,493.63750548362736,412.7636253476143,947.7380623340607
188,NOME MUNICIPAL AIRPORT AK US,9,727.3012665510178,453.38543250560764,405.71894366741185,208.34817781448365,579.5507857561112
189,NOME MUNICIPAL AIRPORT AK US,10,649.263048362732,414.03953146934515,157.887721824646,97.76431728601456,280.96378553509714
190,NOME MUNICIPAL AIRPORT AK US,11,323.72187452316285,143.97715845108033,39.29373765215278,31.102479793131355,77.06400869339706
191,NOME MUNICIPAL AIRPORT AK US,12,119.64789527356625,35.63888683766127,4.141311463806779,4.1113527794368565,11.31697600632906
192,ST PAUL ISLAND AIRPORT AK US,1,270.53649539351466,180.92715856432915,58.15311279147864,54.86490826606751,124.17405817508698
193,ST PAUL ISLAND AIRPORT AK US,2,460.6485298991204,386.3833316445351,141.0140873372555,120.89697194695474,301.65685991048815
194,ST PAUL ISLAND AIRPORT AK US,3,712.3854163169862,783.8447022199631,301.27977338433266,238.28581632971765,642.1950433015824
195,ST PAUL ISLAND AIRPORT AK US,4,782.6816328763962,1042.4477727413177,505.7826741456986,428.03083834648135,1028.1816506624223
196,ST PAUL ISLAND AIRPORT AK US,5,645.8597248077393,851.7285176038743,501.10404928922657,522.1188313364983,1052.906702542305
197,ST PAUL ISLAND AIRPORT AK US,6,653.5195464849472,790.5336361885071,579.8455600261689,561.8210093021394,1149.5884293794634
198,ST PAUL ISLAND AIRPORT AK US,7,578.1124097943307,839.1975492239,519.02487334013,595.4349154114724,1053.2675534248353
199,ST PAUL ISLAND AIRPORT AK US,8,498.4422731637955,659.1196527957917,412.69947659969336,394.32492395639423,790.9336491823196
200,ST PAUL ISLAND AIRPORT AK US,9,540.3495879650117,616.8238921880723,303.27142757177353,237.77557484507562,606.4761737108231
201,ST PAUL ISLAND AIRPORT AK US,10,490.76438248157507,425.58857417106634,171.18051801323892,137.57795228362085,350.1164571046829
202,ST PAUL ISLAND AIRPORT AK US,11,337.6311904549599,239.3241603970528,77.90146265923977,71.20900844782591,165.45740638375284
203,ST PAUL ISLAND AIRPORT AK US,12,222.73917637467386,127.81902632117273,42.62889371216298,39.36315258890391,87.38460003733636
204,TALKEETNA AIRPORT AK US,1,330.4902667522431,116.64957447946072,54.125898246467116,35.76577859893442,84.32184698581696
205,TALKEETNA AIRPORT AK US,2,916.6424387454987,443.57676007747654,217.6085239827633,105.83355502188206,324.15829013586045
206,TALKEETNA AIRPORT AK US,3,1158.404818582535,819.5699980258943,483.1551010966301,250.6628201544285,778.503005361557
207,TALKEETNA AIRPORT AK US,4,1321.984957408905,1220.4378296613695,798.4645685434342,429.1061331510544,1305.907171869278
208,TALKEETNA AIRPORT AK US,5,1086.475133728981,1086.8472493886948,890.825005888939,574.3304309606552,1463.1320106983185
209,TALKEETNA AIRPORT AK US,6,1072.850423526764,1099.3676334142685,999.5958799123765,621.780620956421,1658.4124421596528
210,TALKEETNA AIRPORT AK US,7,992.8008755922318,1025.6143399000168,847.7067653417588,593.1506227254868,1452.8914966106415
211,TALKEETNA AIRPORT AK US,8,906.0398641347886,744.5611732721329,753.8216517448426,395.7222477436066,1085.8427185535431
212,TALKEETNA AIRPORT AK US,9,896.7067316293717,642.7299312114716,472.1195129871369,251.50077971220017,744.2393332958222
